Input Sentences,Output Sentences
কোরা আফ্রিকা মহাদেশে বিশেষত গাম্বিয়ায় প্রচলিত ২১-তারবিশিষ্ট একধরনের বাদ্যযন্ত্র।,কোরা আফ্রিকা মহাদেশে বিশেষত গাম্বিয়ায় প্রচলিত ২১-তারবিশিষ্ট একধরনের বাদ্যযন্ত্র।
নতুন বউয়ের কাণ্ডে বরসহ পরিবারের সবাই হতাশ!,নতুন বউয়ের কাণ্ডে বরসহ পরিবারের সবাই হতাশ!
"সে-ই অসাম্প্রদায়িক, যে মানুষকে মানুষ হিসেবে ভাবে ও বিচার করে।","সে-ই অসাম্প্রদায়িক, যে মানুষকে মানুষ হিসেবে ভাবে ও বিচার করে।"
"হলো, ইনস্টল করার প্রয়োজন পড়বে না। সবচেয়ে","হলো, ইনস্টল করার প্রয়োজন পড়বে না। সবচেয়ে"
"প্রকাশ : ০৮ জানুয়ারি ২০২২, ১৭:৪৩ আপডেট : ০৮ জানুয়ারি ২০২২, ১৭:৫৩","প্রকাশ : ০৮ জানুয়ারি ২০২২, ১৭:৪৩ আপডেট : ০৮ জানুয়ারি ২০২২, ১৭:৫৩"
জাতিসংঘ: বাংলাদেশকে সহায়তা করা উচিত,জাতিসংঘ: বাংলাদেশকে সহায়তা করা উচিত
"সর্বশেষ এডিট : ১৪ ই আগস্ট, ২০১৩  সন্ধ্যা  ৬:১৩","সর্বশেষ এডিট : ১৪ ই আগস্ট, ২০১৩  সন্ধ্যা  ৬:১৩"
"- নির্দিষ্ট কারণ ছাড়াই খুব কম বা অতিরিক্ত ক্ষুধা,","- নির্দিষ্ট কারণ ছাড়াই খুব কম বা অতিরিক্ত ক্ষুধা,"
"সর্বশেষ এডিট : ১০ ই এপ্রিল, ২০১৭  বিকাল ৪:৫৬","সর্বশেষ এডিট : ১০ ই এপ্রিল, ২০১৭  বিকাল ৪:৫৬"
প্রভাতেরও আগে যখন আঁধারে ডুবে,প্রভাতেরও আগে যখন আঁধারে ডুবে
বাংলাদেশিসহ ৫ লাখ অভিবাসীকে বৈধতা দিল ইতালি,বাংলাদেশিসহ ৫ লাখ অভিবাসীকে বৈধতা দিল ইতালি
বিভাগের অতিরিক্ত সচিব তরুণ কান্তি শিকদারকে আহ্বায়ক করে পাঁচ সদস্যের,বিভাগের অতিরিক্ত সচিব তরুণ কান্তি শিকদারকে আহ্বায়ক করে পাঁচ সদস্যের
তিনি ইনস্টাগ্রামের এক সেলিব্রেটি কমেডিয়ান!,তিনি ইনস্টাগ্রামের এক সেলিব্রেটি কমেডিয়ান!
বাস-ট্রাকের ত্রিমুখী সংঘর্ষে ৮ জন নিহত,বাস-ট্রাকের ত্রিমুখী সংঘর্ষে ৮ জন নিহত
রানার অটোমোবাইলস লিমিটেডের সাথে যৌথ উদ্যোগে বাংলাদেশে এই দুটি মোটরসাইকেল মডেল আনুষ্ঠানিকভাবে উন্মোচন করেছে কেটিএম।,রানার অটোমোবাইলস লিমিটেডের সাথে যৌথ উদ্যোগে বাংলাদেশে এই দুটি মোটরসাইকেল মডেল আনুষ্ঠানিকভাবে উন্মোচন করেছে কেটিএম।
"তৃতীয়ত, এটি অভিযোগ নয়, বরং অনুরোধ। তাই ভুল ত্রুটি ক্ষমাসুন্দর দৃষ্টিতে দেখবেন।","তৃতীয়ত, এটি অভিযোগ নয়, বরং অনুরোধ। তাই ভুল ত্রুটি ক্ষমাসুন্দর দৃষ্টিতে দেখবেন।"
মরে যাওয়াটাই ব্যর্থতা শুধু বেঁচে থাকা রঙ্গিন !,মরে যাওয়াটাই ব্যর্থতা শুধু বেঁচে থাকা রঙ্গিন !
"লভিনিয়া বাজবিউক -মেলিকান ৮ নভেম্বর, ২০০৫ সালে মারা যান।","লভিনিয়া বাজবিউক -মেলিকান ৮ নভেম্বর, ২০০৫ সালে মারা যান।"
পেসার হিসেবে ৭৮ শতাংশ ভোট পেয়ে দলে এসেছেন জাভাগল শ্রীনাথ।,পেসার হিসেবে ৭৮ শতাংশ ভোট পেয়ে দলে এসেছেন জাভাগল শ্রীনাথ।
সানি লিওন ছাড়াও ফ্যাশন উইকে হাঁটেন অ্যাসিড আক্রান্ত হওয়া রেশমা কোরেশি।,সানি লিওন ছাড়াও ফ্যাশন উইকে হাঁটেন অ্যাসিড আক্রান্ত হওয়া রেশমা কোরেশি।
আমি নিজে এটি ব্যবহার করেছি। তাই এর কিছু স্ক্রীন শট,আমি নিজে এটি ব্যবহার করেছি। তাই এর কিছু স্ক্রীন শট
জয় দিয়েই নিজেদের বিশ্বকাপ অভিযান শুরু করল বেঙ্গল টাইগাররা।,জয় দিয়েই নিজেদের বিশ্বকাপ অভিযান শুরু করল বেঙ্গল টাইগাররা।
ছাত্র ইউনিয়ন ডাকসু নির্বাচন ঢাকা বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ,ছাত্র ইউনিয়ন ডাকসু নির্বাচন ঢাকা বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ
"তো মহিলা আম্মুকে বলতেছে, ""দেখেন ভাবি, আলু রান্না করার জন্য কাটতেছিলাম হঠাৎ দেখি আরবী লেখা!""","তো মহিলা আম্মুকে বলতেছে, ""দেখেন ভাবি, আলু রান্না করার জন্য কাটতেছিলাম হঠাৎ দেখি আরবী লেখা!"""
পাওয়ার পয়েন্ট নিয়ে আমার আগের টিউন : চাইলে দেখে আসতে পারেন।,পাওয়ার পয়েন্ট নিয়ে আমার আগের টিউন : চাইলে দেখে আসতে পারেন।
ইকোয়েস্ট্রিয়ানে ইভেন্টিং প্রতিযোগিতায় ভারতের ফওয়াদ মির্জা রয়েছেন ১৮ নম্বরে।,ইকোয়েস্ট্রিয়ানে ইভেন্টিং প্রতিযোগিতায় ভারতের ফওয়াদ মির্জা রয়েছেন ১৮ নম্বরে।
"প্রকাশিত: ১৬:৪৬, ১৯ জুন ২০২১   আপডেট: ১৭:৫২, ২০ জুন ২০২১","প্রকাশিত: ১৬:৪৬, ১৯ জুন ২০২১   আপডেট: ১৭:৫২, ২০ জুন ২০২১"
মন্ত্রিসভা বৈঠকে সভাপতিত্ব করেন প্রধানমন্ত্রী শেখ হাসিনা,মন্ত্রিসভা বৈঠকে সভাপতিত্ব করেন প্রধানমন্ত্রী শেখ হাসিনা
প্রেমাগুনে পুড়ছে এ'মন নিবাইব কি দিয়া।,প্রেমাগুনে পুড়ছে এ'মন নিবাইব কি দিয়া।
এত্ত সুন্দর কেন? প্রথম টা বেশি সুন্দর ।,এত্ত সুন্দর কেন? প্রথম টা বেশি সুন্দর ।
দেবদাস ও ফেসবুক রিলেশনশিপ স্ট্যাটাস,দেবদাস ও ফেসবুক রিলেশনশিপ স্ট্যাটাস
এই দুপুরে বাঁশি বাজাস ক্যান বে? রাইতে কি ঘুম পায়? ”,এই দুপুরে বাঁশি বাজাস ক্যান বে? রাইতে কি ঘুম পায়? ”
"প্রকাশ : ২১ ডিসেম্বর ২০২১, ১৮:৪৫ আপডেট : ২১ ডিসেম্বর ২০২১, ১৮:৪৭","প্রকাশ : ২১ ডিসেম্বর ২০২১, ১৮:৪৫ আপডেট : ২১ ডিসেম্বর ২০২১, ১৮:৪৭"
"খোঁজ নিয়ে জানা গেছে, আলমগীর  সুস্থ আছেন এবং বাসাতেই রয়েছেন তিনি। যা ছড়িয়েছে তা গুজব।","খোঁজ নিয়ে জানা গেছে, আলমগীর  সুস্থ আছেন এবং বাসাতেই রয়েছেন তিনি। যা ছড়িয়েছে তা গুজব।"
ছবিতেঃ বাংলাদেশে এযাবৎ সর্বচ্চ গড় গতি।,ছবিতেঃ বাংলাদেশে এযাবৎ সর্বচ্চ গড় গতি।
"এছাড়াও তার 'সোজন বাদিয়ার ঘাট' কাব্যগ্রন্থটি ইংরিজেতে ""জিপ্সি ওয়ার্ফ"" শিরোনামসহ বিভিন্ন ভাষায় অনূদিত হয়েছে।","এছাড়াও তার 'সোজন বাদিয়ার ঘাট' কাব্যগ্রন্থটি ইংরিজেতে ""জিপ্সি ওয়ার্ফ"" শিরোনামসহ বিভিন্ন ভাষায় অনূদিত হয়েছে।"
সবমিলিয়ে মোট ১৪টি নির্দেশনা দিয়েছেন তিনি। সেগুলো হলো-,সবমিলিয়ে মোট ১৪টি নির্দেশনা দিয়েছেন তিনি। সেগুলো হলো-
"হাত দুখানি জড়ায় গলা, সাঁড়াশি সেই সোনার অধিক","হাত দুখানি জড়ায় গলা, সাঁড়াশি সেই সোনার অধিক"
"অদ্ভূত সারল্যের এক বালক দেবতা,","অদ্ভূত সারল্যের এক বালক দেবতা,"
বিদেশি গণমাধ্যমেও বাংলাদেশের ভোটের খবর,বিদেশি গণমাধ্যমেও বাংলাদেশের ভোটের খবর
"উত্তরায় ১১টি চোরাই মোবাইল উদ্ধার, আইএমইআই নম্বর মিলিয়ে ফোন ফেরত পাওয়ার সুযোগ","উত্তরায় ১১টি চোরাই মোবাইল উদ্ধার, আইএমইআই নম্বর মিলিয়ে ফোন ফেরত পাওয়ার সুযোগ"
জানিয়ে শুরু করছি আমার আজকের টিউন।,জানিয়ে শুরু করছি আমার আজকের টিউন।
আর এবার শোনা যাচ্ছে মা হতে চলেছেন আমব্রিন।,আর এবার শোনা যাচ্ছে মা হতে চলেছেন আমব্রিন।
"নগর উন্নয়ন সাংবাদিক ফোরামের সভাপতি অমিতোষ, সাধারণ সম্পাদক সোহেল","নগর উন্নয়ন সাংবাদিক ফোরামের সভাপতি অমিতোষ, সাধারণ সম্পাদক সোহেল"
নষ্টদের ফুটপাথে আবার হারিয়ে যাওয়ার শেষ সুযোগ।,নষ্টদের ফুটপাথে আবার হারিয়ে যাওয়ার শেষ সুযোগ।
"২৯ শে এপ্রিল, ২০১০  বিকাল ৫:০০","২৯ শে এপ্রিল, ২০১০  বিকাল ৫:০০"
"আপডেট: ২৪ ফেব্রুয়ারি, ২০২০, ১২:৫৭","আপডেট: ২৪ ফেব্রুয়ারি, ২০২০, ১২:৫৭"
চ্যাপেল-সৌরভ বিতর্কের ই-মেল তথ্য ফাঁস করলেন 'নবাব',চ্যাপেল-সৌরভ বিতর্কের ই-মেল তথ্য ফাঁস করলেন 'নবাব'
আন্তর্জাতিক গণমাধ্যম বিবিসির এক প্রতিবেদনে এসব উঠে এসেছে।,আন্তর্জাতিক গণমাধ্যম বিবিসির এক প্রতিবেদনে এসব উঠে এসেছে।
প্রোডাক্ট সেল বা অ্যাফিলিয়েট মার্কেটিং করে।,প্রোডাক্ট সেল বা অ্যাফিলিয়েট মার্কেটিং করে।
"লিখেছেন  ইমনকুষ্টিয়া , ২০ শে মে, ২০১১  রাত ৯:৩৩","লিখেছেন  ইমনকুষ্টিয়া , ২০ শে মে, ২০১১  রাত ৯:৩৩"
সবচেয়ে বড় কথা আপনি এখানে কে বা কিভাবে জড়িত?,সবচেয়ে বড় কথা আপনি এখানে কে বা কিভাবে জড়িত?
"হাসিনা: আপনি বলেছেন, দুদিনের মধ্যে ডাকলে হরতাল দেবেন না। আমি তো দুদিনের মধ্যেই ডাকলাম।","হাসিনা: আপনি বলেছেন, দুদিনের মধ্যে ডাকলে হরতাল দেবেন না। আমি তো দুদিনের মধ্যেই ডাকলাম।"
"০৫ ই ফেব্রুয়ারি, ২০১৬  দুপুর ২:৫৪","০৫ ই ফেব্রুয়ারি, ২০১৬  দুপুর ২:৫৪"
"সর্বশেষ এডিট : ২৯ শে নভেম্বর, ২০০৭  রাত ১২:২৭","সর্বশেষ এডিট : ২৯ শে নভেম্বর, ২০০৭  রাত ১২:২৭"
কথাটি আজ রেজাল্ট এর জন্য অপেক্ষমান প্রত্যেক শিক্ষার্থীর জন্য অনুসরনীয়।,কথাটি আজ রেজাল্ট এর জন্য অপেক্ষমান প্রত্যেক শিক্ষার্থীর জন্য অনুসরনীয়।
"সস্তা মুখরোচক এদের প্রিয় খাবার,","সস্তা মুখরোচক এদের প্রিয় খাবার,"
জয়দেবপুরে সংখ্যালঘুদের ভূমি দখলের প্রতিবাদ,জয়দেবপুরে সংখ্যালঘুদের ভূমি দখলের প্রতিবাদ
"১৭ ই জানুয়ারি, ২০২১  বিকাল ৩:২২","১৭ ই জানুয়ারি, ২০২১  বিকাল ৩:২২"
"প্রকাশ : ০৬ আগস্ট ২০২০, ১৮:৩০ আপডেট : ০৬ আগস্ট ২০২০, ১৮:২১","প্রকাশ : ০৬ আগস্ট ২০২০, ১৮:৩০ আপডেট : ০৬ আগস্ট ২০২০, ১৮:২১"
"১৯ শে সেপ্টেম্বর, ২০১৩  রাত ৮:৪৯","১৯ শে সেপ্টেম্বর, ২০১৩  রাত ৮:৪৯"
কোচবিহার সর্বোচ্চ তাপমাত্রা ২৬  ডিগ্রি সেলসিয়াস। সর্বনিম্ন তাপমাত্রা ৯ ডিগ্রি সেলসিয়াস।,কোচবিহার সর্বোচ্চ তাপমাত্রা ২৬  ডিগ্রি সেলসিয়াস। সর্বনিম্ন তাপমাত্রা ৯ ডিগ্রি সেলসিয়াস।
ব্লগটি ৮৯৮৪ বার দেখা হয়েছে,ব্লগটি ৮৯৮৪ বার দেখা হয়েছে
ট্রেন দুর্ঘটনার পর ঘটনাস্থলের ছবি। ছবি : আল আরহাম,ট্রেন দুর্ঘটনার পর ঘটনাস্থলের ছবি। ছবি : আল আরহাম
বিয়ে করে সৌদি গিয়ে ২০ দিনের মাথায় স্বপ্ন শেষ যুবকের,বিয়ে করে সৌদি গিয়ে ২০ দিনের মাথায় স্বপ্ন শেষ যুবকের
"আপডেট: ১৮ নভেম্বর, ২০১৬, ০৯:০৪","আপডেট: ১৮ নভেম্বর, ২০১৬, ০৯:০৪"
"সমাজতান্ত্রিক ছাত্রফ্রন্টের সাধারণ সম্পাদক মোহাম্মদ দিদার বলেন, 'প্রথম","সমাজতান্ত্রিক ছাত্রফ্রন্টের সাধারণ সম্পাদক মোহাম্মদ দিদার বলেন, 'প্রথম"
"পরীক্ষায় সফল ভারতীয় প্রযুক্তির ক্ষেপণাস্ত্র, আকাশে চলন্ত লক্ষ্যবস্তুতে আঘাত হানতে সক্ষম","পরীক্ষায় সফল ভারতীয় প্রযুক্তির ক্ষেপণাস্ত্র, আকাশে চলন্ত লক্ষ্যবস্তুতে আঘাত হানতে সক্ষম"
এখনো হাসছো তুমি! কথা বলো দয়া করে।,এখনো হাসছো তুমি! কথা বলো দয়া করে।
"২৪ শে জুলাই, ২০১৯  রাত ১১:৪৮","২৪ শে জুলাই, ২০১৯  রাত ১১:৪৮"
খালেদা জিয়াকে ইউনাইটেড হাসপাতালে ভর্তির দাবি বিএনপির,খালেদা জিয়াকে ইউনাইটেড হাসপাতালে ভর্তির দাবি বিএনপির
কিস্তি না পেয়ে স্কুল থেকে ছেলেকে অপহরণচেষ্টা,কিস্তি না পেয়ে স্কুল থেকে ছেলেকে অপহরণচেষ্টা
দেশে ৪৫ দিনে সর্বোচ্চ মৃত্যু আজ ৬৩,দেশে ৪৫ দিনে সর্বোচ্চ মৃত্যু আজ ৬৩
"তবুও যদি পড়ে যেতে চান, অভূতপূর্ব সৌন্দর্যমণ্ডিত বিচ্ছিন্নতার জগতে আপনাকে স্বাগতম!","তবুও যদি পড়ে যেতে চান, অভূতপূর্ব সৌন্দর্যমণ্ডিত বিচ্ছিন্নতার জগতে আপনাকে স্বাগতম!"
এ সময় তিনি আত্মহত্যার কারণ ও প্রতিরোধে বিভিন্ন করণীয় সম্পর্কে আলোচনা করেন।,এ সময় তিনি আত্মহত্যার কারণ ও প্রতিরোধে বিভিন্ন করণীয় সম্পর্কে আলোচনা করেন।
পাকিস্তান ছাড়ার হুমকি আসমা জাহাঙ্গীরকে,পাকিস্তান ছাড়ার হুমকি আসমা জাহাঙ্গীরকে
সোমবার সকালে ইয়াংগনের একটি প্যাগোডার সামনে প্রার্থনায় এক ব্যক্তি। ছবি: রয়টার্স,সোমবার সকালে ইয়াংগনের একটি প্যাগোডার সামনে প্রার্থনায় এক ব্যক্তি। ছবি: রয়টার্স
নরেন্দ্র মোদি-শেখ হাসিনা বৈঠক আজ,নরেন্দ্র মোদি-শেখ হাসিনা বৈঠক আজ
দূরত্ব তাই বজায় রাখিস বাছা!,দূরত্ব তাই বজায় রাখিস বাছা!
স্বপ্ন ঘুমের সময়ের একধরনের মস্তিষ্কসৃষ্ট অভিজ্ঞতা।,স্বপ্ন ঘুমের সময়ের একধরনের মস্তিষ্কসৃষ্ট অভিজ্ঞতা।
২০১৩-১৪ আবুল মাল আবদুল মুহিত ২ লাখ ২২ হাজার ৪৯১ কোটি টাকা,২০১৩-১৪ আবুল মাল আবদুল মুহিত ২ লাখ ২২ হাজার ৪৯১ কোটি টাকা
উৎসর্গঃ প্রিয় সহব্লগার রাজসোহানের পিচ্চি বোন ইফা,উৎসর্গঃ প্রিয় সহব্লগার রাজসোহানের পিচ্চি বোন ইফা
ভ্যাকসিনের দায়িত্ব সেনাবাহিনীকে দেয়ার দাবি,ভ্যাকসিনের দায়িত্ব সেনাবাহিনীকে দেয়ার দাবি
দেরী হয়ে গেলে কি বিচ্ছিরি কান্ড হয়ে যাবে,দেরী হয়ে গেলে কি বিচ্ছিরি কান্ড হয়ে যাবে
কতিপয় অপরিণামদর্শী নেতা শিক্ষকদের কোথায় নিয়ে যেতে চাইছেন?,কতিপয় অপরিণামদর্শী নেতা শিক্ষকদের কোথায় নিয়ে যেতে চাইছেন?
"০১ লা নভেম্বর, ২০২০  দুপুর ১২:০৭","০১ লা নভেম্বর, ২০২০  দুপুর ১২:০৭"
"শিশিরের কনার মত সুখ গুলো নিয়ত ম্লান হয় আকাশে,","শিশিরের কনার মত সুখ গুলো নিয়ত ম্লান হয় আকাশে,"
আমৃত্যু গণতন্ত্রের পক্ষে সোচ্চার ছিলেন রিয়াজ উদ্দিন আহমেদ,আমৃত্যু গণতন্ত্রের পক্ষে সোচ্চার ছিলেন রিয়াজ উদ্দিন আহমেদ
"২৭ শে জানুয়ারি, ২০১৮  রাত ৮:৩৩","২৭ শে জানুয়ারি, ২০১৮  রাত ৮:৩৩"
আমার সর্বস্ব দিয়ে রাত্রিদিন একটি নিখাদ,আমার সর্বস্ব দিয়ে রাত্রিদিন একটি নিখাদ
ভারতে পালানো সেই মুসা বন্ড গ্রেফতার,ভারতে পালানো সেই মুসা বন্ড গ্রেফতার
"আপডেট: ০৭ সেপ্টেম্বর, ২০১৬, ২৩:৩৩","আপডেট: ০৭ সেপ্টেম্বর, ২০১৬, ২৩:৩৩"
"কতোদিন বাকি আর মুক্তির আসন্ন প্রভাত,","কতোদিন বাকি আর মুক্তির আসন্ন প্রভাত,"
লুবোভ আলেক্সিয়েভনাঃ আমি কি ঠিক ধরেছি?,লুবোভ আলেক্সিয়েভনাঃ আমি কি ঠিক ধরেছি?
গোপীবাগে সংঘর্ষ : অস্ত্রসহ আটক আরিফুল রিমান্ডে,গোপীবাগে সংঘর্ষ : অস্ত্রসহ আটক আরিফুল রিমান্ডে
যে তোমাকে এতো বিশ্বাস করে এটা  কি তার বিশ্বাসের প্রতিদান ?,যে তোমাকে এতো বিশ্বাস করে এটা  কি তার বিশ্বাসের প্রতিদান ?
ডানেডিনে দ্বিতীয় টি-২০ অস্ট্রেলিয়াকে ৪ রানে হারিয়ে সিরিজে ২-০ ব্যবধানে এগিয়ে গেল নিউজিল্যান্ড।,ডানেডিনে দ্বিতীয় টি-২০ অস্ট্রেলিয়াকে ৪ রানে হারিয়ে সিরিজে ২-০ ব্যবধানে এগিয়ে গেল নিউজিল্যান্ড।
"১৫ ই ফেব্রুয়ারি, ২০২১  সকাল ১১:৩০","১৫ ই ফেব্রুয়ারি, ২০২১  সকাল ১১:৩০"
"ভবানীপুরে ভোট ঢিমেতালে, সুব্রত-ববির বিরুদ্ধে নালিশ বিজেপির","ভবানীপুরে ভোট ঢিমেতালে, সুব্রত-ববির বিরুদ্ধে নালিশ বিজেপির"
"এদিকে দিনাজপুরে মেডিকেল কলেজ হাসপাতাল, শিশু হাসপাতাল ও সদর হাসপাতালে শীতজনিত রোগীর সংখ্যা বাড়ছে।","এদিকে দিনাজপুরে মেডিকেল কলেজ হাসপাতাল, শিশু হাসপাতাল ও সদর হাসপাতালে শীতজনিত রোগীর সংখ্যা বাড়ছে।"
"কখনো বা মনে হয় জিন্দেগানি নির্দয়, নির্মম,","কখনো বা মনে হয় জিন্দেগানি নির্দয়, নির্মম,"
"সর্বশেষ এডিট : ২৮ শে নভেম্বর, ২০১৮  বিকাল ৩:০২","সর্বশেষ এডিট : ২৮ শে নভেম্বর, ২০১৮  বিকাল ৩:০২"
গতবছর এপ্রিলে সারা দেশে সাধারণ ছুটির মধ্যে চট্টগ্রামের বিপণি বিতান,গতবছর এপ্রিলে সারা দেশে সাধারণ ছুটির মধ্যে চট্টগ্রামের বিপণি বিতান
"এ আমার অপরাধ নয়, এ আমার লজ্জা,","এ আমার অপরাধ নয়, এ আমার লজ্জা,"
জীবনান্তে আসিবে সে বৈকুন্ঠ নগরে ।।,জীবনান্তে আসিবে সে বৈকুন্ঠ নগরে ।।
খুশী হলে রাজা তুমি পেতে পারো ছাড়!,খুশী হলে রাজা তুমি পেতে পারো ছাড়!
প্রকাশ: ০৭ জানুয়ারি ২০ । ২৩:১৮,প্রকাশ: ০৭ জানুয়ারি ২০ । ২৩:১৮
"৩০ শে আগস্ট, ২০১০  সকাল ১১:১৯","৩০ শে আগস্ট, ২০১০  সকাল ১১:১৯"
আমাদের বিয়েটা কি ভালবেসে হয়েছিল   ?,আমাদের বিয়েটা কি ভালবেসে হয়েছিল   ?
"-এইডা কি কইতাছ তুমি, আমরা তো সবসময়ই তোমার লগে আছি। বলে ওঠে হারিস","-এইডা কি কইতাছ তুমি, আমরা তো সবসময়ই তোমার লগে আছি। বলে ওঠে হারিস"
"২৪ শে মার্চ, ২০১১  রাত ১২:০৯","২৪ শে মার্চ, ২০১১  রাত ১২:০৯"
"আলোচনাসভা, কেক কাটার পাশাপাশি রাজশাহী অফিসে পিঠা উৎসবের আয়োজন করা হয়।","আলোচনাসভা, কেক কাটার পাশাপাশি রাজশাহী অফিসে পিঠা উৎসবের আয়োজন করা হয়।"
হোটেলের তথ্য ফরম চেনাল খুনিকে,হোটেলের তথ্য ফরম চেনাল খুনিকে
আপনার স্মৃতিচারণ পরে নস্টালজিক হয়ে গেলাম।,আপনার স্মৃতিচারণ পরে নস্টালজিক হয়ে গেলাম।
পাকিস্তানে জাতীয় শোক দিবস পালিত,পাকিস্তানে জাতীয় শোক দিবস পালিত
"২০ শে আগস্ট, ২০১০  দুপুর ১:৫৮","২০ শে আগস্ট, ২০১০  দুপুর ১:৫৮"
"লিখেছেন  জ্যামি , ২২ শে ফেব্রুয়ারি, ২০১৫  বিকাল ৩:৪৪","লিখেছেন  জ্যামি , ২২ শে ফেব্রুয়ারি, ২০১৫  বিকাল ৩:৪৪"
"সর্বশেষ এডিট : ১১ ই জুন, ২০১৭  বিকাল ৪:৩০","সর্বশেষ এডিট : ১১ ই জুন, ২০১৭  বিকাল ৪:৩০"
সভায় তিনি ১৯৯০ সালে স্বেচ্ছায় ক্ষমতা ছেড়েছিলেন বলেও দাবি করেন।,সভায় তিনি ১৯৯০ সালে স্বেচ্ছায় ক্ষমতা ছেড়েছিলেন বলেও দাবি করেন।
"প্রকাশিত: ১১:১৩ অপরাহ্ণ, ৫ সেপ্টেম্বর ২০২১","প্রকাশিত: ১১:১৩ অপরাহ্ণ, ৫ সেপ্টেম্বর ২০২১"
আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল-২ এর চেয়ারম্যান বিচারপতি ওবায়দুল হাসানের নেতৃত্বে তিন সদস্যের ট্রাইব্যুনাল এ রায় দেয়।,আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল-২ এর চেয়ারম্যান বিচারপতি ওবায়দুল হাসানের নেতৃত্বে তিন সদস্যের ট্রাইব্যুনাল এ রায় দেয়।
আজিজুর রহমান দুই হাজারের অধিক গান রচনা করেছেন। তার জনপ্রিয় গানগুলোর মধ্যে উল্লেখযোগ্য-,আজিজুর রহমান দুই হাজারের অধিক গান রচনা করেছেন। তার জনপ্রিয় গানগুলোর মধ্যে উল্লেখযোগ্য-
'সঞ্জীবনী' পেয়ে মোদীকে ধন্যবাদ বোলসোনারোর,'সঞ্জীবনী' পেয়ে মোদীকে ধন্যবাদ বোলসোনারোর
উত্তর : “দেশে ফেরার দরকার কি”,উত্তর : “দেশে ফেরার দরকার কি”
আরও কিছু ব্লগার আপারা যারা অবাক ব্লগার সবাক ব্লগার চমক লাগিয়ে হারিয়ে গেছেন।,আরও কিছু ব্লগার আপারা যারা অবাক ব্লগার সবাক ব্লগার চমক লাগিয়ে হারিয়ে গেছেন।
গঙ্গাজল অর্থে নিম্নলিখিত বিষয়কে বোঝানো যেতে পারে।,গঙ্গাজল অর্থে নিম্নলিখিত বিষয়কে বোঝানো যেতে পারে।
তাহলে আর দেরী না করে এখনি ডাউনলোড করে নিন।,তাহলে আর দেরী না করে এখনি ডাউনলোড করে নিন।
কীভাবে প্রয়োজনীয় দূরত্ব বজায় রেখে সারবেন কেনাকাটা? শেখালেন শশী থারুর।,কীভাবে প্রয়োজনীয় দূরত্ব বজায় রেখে সারবেন কেনাকাটা? শেখালেন শশী থারুর।
"আপডেট: ২৫ জানুয়ারি, ২০১৮, ১১:৩২","আপডেট: ২৫ জানুয়ারি, ২০১৮, ১১:৩২"
ওমেরা বলেছেন: জী আপু এটাই আমার মনের শান্তি যদি তেমন অসুস্থবোধ করি নাই ।,ওমেরা বলেছেন: জী আপু এটাই আমার মনের শান্তি যদি তেমন অসুস্থবোধ করি নাই ।
প্রত্যেক বিভাগেই ৬০ টি করে আসন রয়েছে।,প্রত্যেক বিভাগেই ৬০ টি করে আসন রয়েছে।
"শারীরিক সম্পর্কে রাজি হলেই মিলবে লোন, মহিলাকে প্রস্তাব ব্যাংক ম্যানেজারের","শারীরিক সম্পর্কে রাজি হলেই মিলবে লোন, মহিলাকে প্রস্তাব ব্যাংক ম্যানেজারের"
দলগাঁও রেল স্টেশনের আগেই নেমে গেলেন দিল্লি ফেরৎ মাদারিহাটের ১৯৩ জন,দলগাঁও রেল স্টেশনের আগেই নেমে গেলেন দিল্লি ফেরৎ মাদারিহাটের ১৯৩ জন
পরের স্ক্রিনেই এই চেকবক্সটি পাবেন। এটি টিক,পরের স্ক্রিনেই এই চেকবক্সটি পাবেন। এটি টিক
"আপডেট: ২৬ অক্টোবর, ২০১৫, ১৯:১৩","আপডেট: ২৬ অক্টোবর, ২০১৫, ১৯:১৩"
সন্ত্রাস-জঙ্গিবাদ ও সাম্প্রদায়িকতার বিরুদ্ধে আজ শনিবার রাজবাড়ীতে মানববন্ধন ও সমাবেশ করেছেন গণমাধ্যমকর্মীরা। ছবি : এনটিভি,সন্ত্রাস-জঙ্গিবাদ ও সাম্প্রদায়িকতার বিরুদ্ধে আজ শনিবার রাজবাড়ীতে মানববন্ধন ও সমাবেশ করেছেন গণমাধ্যমকর্মীরা। ছবি : এনটিভি
বেগম জিয়ার মামলার রায় ও জনগনের প্রত্যাশা,বেগম জিয়ার মামলার রায় ও জনগনের প্রত্যাশা
রূপক বিধৌত সাধু বলেছেন: নতুন কোন পোস্ট দেওয়ার মতো অবস্থা কি আর আছে?,রূপক বিধৌত সাধু বলেছেন: নতুন কোন পোস্ট দেওয়ার মতো অবস্থা কি আর আছে?
"রাত পোহালেই মাধ্যমিকের ফল, দুরুদুরু বুকে অপেক্ষায় পরীক্ষার্থীরা","রাত পোহালেই মাধ্যমিকের ফল, দুরুদুরু বুকে অপেক্ষায় পরীক্ষার্থীরা"
