Input Sentences,Output Sentences
"വസ്ത്രധാരണം ഏത് നീളം, മിനി, മിഡി അല്ലെങ്കിൽ മാക്സി ഉണ്ടാകും, പ്രധാന കാര്യം ശരിയായ രീതിയിൽ തിരഞ്ഞെടുക്കാൻ എന്നതാണ്;","വസ്ത്രധാരണം ഏത് നീളം, മിനി, മിഡി അല്ലെങ്കിൽ മാക്സി ഉണ്ടാകും, പ്രധാന കാര്യം ശരിയായ രീതിയിൽ തിരഞ്ഞെടുക്കാൻ എന്നതാണ്;"
ഇസാഫ് സ്മോൾ ഫിനാൻസ് ബാങ്ക് ഷെഡ്യൂൾഡ് ബാങ്ക് ആകുമ്പോൾ പ്രവർത്തന രീതി എങ്ങനെയാവും?,ഇസാഫ് സ്മോൾ ഫിനാൻസ് ബാങ്ക് ഷെഡ്യൂൾഡ് ബാങ്ക് ആകുമ്പോൾ പ്രവർത്തന രീതി എങ്ങനെയാവും?
ന്യൂനപക്ഷ സ്കോളർഷിപ്പു്: ഹൈക്കോടതി വിധിക്ക് സ്റ്റേയില്ല,ന്യൂനപക്ഷ സ്കോളർഷിപ്പു്: ഹൈക്കോടതി വിധിക്ക് സ്റ്റേയില്ല
"""ആർക്കെങ്കിലും കൊലയാളിയാകാൻ താൽപര്യമുണ്ടാകുമോ?"" രാഷ്ട്രീയ അക്രമങ്ങളുടെ കാണാ കാഴ്ചകൾ","""ആർക്കെങ്കിലും കൊലയാളിയാകാൻ താൽപര്യമുണ്ടാകുമോ?"" രാഷ്ട്രീയ അക്രമങ്ങളുടെ കാണാ കാഴ്ചകൾ"
ഫോൺ ബുക്ക് ചെയ്ത് 'തേപ്പ്' കിട്ടിയവർ,ഫോൺ ബുക്ക് ചെയ്ത് 'തേപ്പ്' കിട്ടിയവർ
രാഹുൽ ഗാന്ധി ദേശീയ അദ്ധ്യക്ഷ സ്ഥാനത്ത് തുടരുമോ ഇല്ലേയെന്നുള്ള ചോദ്യം നാളുകളായി ദേശീയ രാഷ്ട്രീയത്തിൽ  ഉയർന്നു നിൽക്കുന്നുണ്ട്,രാഹുൽ ഗാന്ധി ദേശീയ അദ്ധ്യക്ഷ സ്ഥാനത്ത് തുടരുമോ ഇല്ലേയെന്നുള്ള ചോദ്യം നാളുകളായി ദേശീയ രാഷ്ട്രീയത്തിൽ  ഉയർന്നു നിൽക്കുന്നുണ്ട്
നിങ്ങളുടെ സ്വന്തം കൈയ്ക്കൊപ്പം മാസ്റ്റർ ക്ലാസ്,നിങ്ങളുടെ സ്വന്തം കൈയ്ക്കൊപ്പം മാസ്റ്റർ ക്ലാസ്
സോബിനെ ഉദ്ധരിച്ച് മാതൃഭൂമി റിപ്പോർട്ട് ചെയ്ത വാക്കുകൾ,സോബിനെ ഉദ്ധരിച്ച് മാതൃഭൂമി റിപ്പോർട്ട് ചെയ്ത വാക്കുകൾ
സൗമ്യയ്ക്ക് ആദരമായി ഇസ്രയേൽ പൗരത്വം; കുടുംബത്തിന് നഷ്ടപരിഹാരം നൽകും,സൗമ്യയ്ക്ക് ആദരമായി ഇസ്രയേൽ പൗരത്വം; കുടുംബത്തിന് നഷ്ടപരിഹാരം നൽകും
ഗാന്ധിയെ 'സൂത്രശാലിയായ ബനിയ' എന്നു വിളിച്ച് അമിത് ഷായുടെ അധിക്ഷേപം,ഗാന്ധിയെ 'സൂത്രശാലിയായ ബനിയ' എന്നു വിളിച്ച് അമിത് ഷായുടെ അധിക്ഷേപം
കുതിരാനിൽ ഗതാഗതം നിരോധിച്ചു; നിരവധിയാളുകൾ വാഹനങ്ങളിൽ കുടുങ്ങിക്കിടക്കുന്നു,കുതിരാനിൽ ഗതാഗതം നിരോധിച്ചു; നിരവധിയാളുകൾ വാഹനങ്ങളിൽ കുടുങ്ങിക്കിടക്കുന്നു
ക്രമത്തിൽ ക്രമമായി സൂക്ഷിക്കാൻ ഉള്ള കഴിവ്;,ക്രമത്തിൽ ക്രമമായി സൂക്ഷിക്കാൻ ഉള്ള കഴിവ്;
അറുപതാമത് സംസ്ഥാന സ്കൂൾ കലോത്സവത്തിന് നാളെ കാഞ്ഞങ്ങാട് തുടക്കമാകും,അറുപതാമത് സംസ്ഥാന സ്കൂൾ കലോത്സവത്തിന് നാളെ കാഞ്ഞങ്ങാട് തുടക്കമാകും
ട്രാഫിക്ക് നിയന്ത്രിക്കാൻ ഇനി തിരൂരങ്ങാടിയിൽ ട്രോമാകെയറും,ട്രാഫിക്ക് നിയന്ത്രിക്കാൻ ഇനി തിരൂരങ്ങാടിയിൽ ട്രോമാകെയറും
ഗ്ലോബൽ ഇന്ത്യൻ ബിസിനസ് ഐക്കൺ- സത്യ നാദല്ല,ഗ്ലോബൽ ഇന്ത്യൻ ബിസിനസ് ഐക്കൺ- സത്യ നാദല്ല
പ്രധാനമന്ത്രിയുടെ ഓഫിസ് നൽകിയ അതേ മറുപടി പൗരത്വം ചോദിക്കുന്നവരോടും പറയണം -ചെന്നിത്തല,പ്രധാനമന്ത്രിയുടെ ഓഫിസ് നൽകിയ അതേ മറുപടി പൗരത്വം ചോദിക്കുന്നവരോടും പറയണം -ചെന്നിത്തല
രമേശ് ചെന്നിത്തല പുറത്തുവിട്ട പട്ടികയിൽ കണ്ണൂരിലെ ഇരട്ട സഹോദരന്മാരും,രമേശ് ചെന്നിത്തല പുറത്തുവിട്ട പട്ടികയിൽ കണ്ണൂരിലെ ഇരട്ട സഹോദരന്മാരും
വിദ്യാർഥികളെ മണിചെയിൻ കണ്ണികളാക്കുന്നവർക്കെതിരെ നടപടി -മുഖ്യമന്ത്രി,വിദ്യാർഥികളെ മണിചെയിൻ കണ്ണികളാക്കുന്നവർക്കെതിരെ നടപടി -മുഖ്യമന്ത്രി
ഉപഭോക്താവിന് സ്വർണ്ണം ബുക്ക്  ചെയ്ത സമയത്തെ നിരക്ക്,ഉപഭോക്താവിന് സ്വർണ്ണം ബുക്ക്  ചെയ്ത സമയത്തെ നിരക്ക്
ഇന്നലെ എല്ലാരുമൊന്നിച്ചുള്ള ഒരു ചിത്രം ദിലീപ് ആരാധകരുമായി പങ്കുവച്ചിരുന്നു,ഇന്നലെ എല്ലാരുമൊന്നിച്ചുള്ള ഒരു ചിത്രം ദിലീപ് ആരാധകരുമായി പങ്കുവച്ചിരുന്നു
പ്രായപൂർത്തിയാകാത്ത  പെൺകുട്ടിയെ പീഡിപ്പിച്ച ആശാരിപ്പണിക്കെത്തിയ യുവാവ്   പിടിയിൽ,പ്രായപൂർത്തിയാകാത്ത  പെൺകുട്ടിയെ പീഡിപ്പിച്ച ആശാരിപ്പണിക്കെത്തിയ യുവാവ്   പിടിയിൽ
പിതാവിന്റെ പേര് പ്രതാപ്സിംഗ് റാവുജി റാണെ,പിതാവിന്റെ പേര് പ്രതാപ്സിംഗ് റാവുജി റാണെ
ലവ് ആക്ഷൻ ഡ്രാമയ്ക്ക് ശേഷം ആ ഹിറ്റ് കൂട്ടുകെട്ട് വീണ്ടും?; അജു നൽകിയത് അണിയറയിലൊരുങ്ങുന്ന സിനിമയുടെ സൂചനയോ?,ലവ് ആക്ഷൻ ഡ്രാമയ്ക്ക് ശേഷം ആ ഹിറ്റ് കൂട്ടുകെട്ട് വീണ്ടും?; അജു നൽകിയത് അണിയറയിലൊരുങ്ങുന്ന സിനിമയുടെ സൂചനയോ?
"സ്വപ്നയെ വിളിച്ചെന്ന വിവാദം, ജനം ടിവി റിപ്പോർട്ടർ അനിൽ നമ്പ്യാരുടെ പ്രതികരണം","സ്വപ്നയെ വിളിച്ചെന്ന വിവാദം, ജനം ടിവി റിപ്പോർട്ടർ അനിൽ നമ്പ്യാരുടെ പ്രതികരണം"
കർഷകർക്ക് സഹായം നൽകണം -സ്വതന്ത്ര കർഷകസംഘം,കർഷകർക്ക് സഹായം നൽകണം -സ്വതന്ത്ര കർഷകസംഘം
കിളിമാനൂർ പേരൂരിൽ വൃദ്ധനെ കിണറ്റിനുള്ളിൽ തൂങ്ങി മരിച്ച നിലയിൽ കണ്ടെത്തി,കിളിമാനൂർ പേരൂരിൽ വൃദ്ധനെ കിണറ്റിനുള്ളിൽ തൂങ്ങി മരിച്ച നിലയിൽ കണ്ടെത്തി
നടിയെ ആക്രമിച്ച കേസ്: പൾസർ സുനിയുടെ സാമ്പത്തിക ശ്രോതസ് തേടി പൊലീസ്,നടിയെ ആക്രമിച്ച കേസ്: പൾസർ സുനിയുടെ സാമ്പത്തിക ശ്രോതസ് തേടി പൊലീസ്
ജാതിസംവരണത്തെ ചൊല്ലി തർക്കം; ബീഹാറിൽ എൻഡിഎയിൽ ഭിന്നത,ജാതിസംവരണത്തെ ചൊല്ലി തർക്കം; ബീഹാറിൽ എൻഡിഎയിൽ ഭിന്നത
വിവാഹമോചനത്തെ കുറിച്ചുള്ള സത്യം തുറന്ന് പറഞ്ഞ് നടി നിഷ,വിവാഹമോചനത്തെ കുറിച്ചുള്ള സത്യം തുറന്ന് പറഞ്ഞ് നടി നിഷ
ചെർപ്പുളശ്ശേരി - ഒറ്റപ്പാലം റോഡ് നവീകരണ പ്രവൃത്തികൾ പുനരാരംഭിച്ചു,ചെർപ്പുളശ്ശേരി - ഒറ്റപ്പാലം റോഡ് നവീകരണ പ്രവൃത്തികൾ പുനരാരംഭിച്ചു
കൂടുതൽ നേട്ടങ്ങൾ കൈവരിക്കാൻ കൂടുതൽ ചിരിക്കൂ: മോദി,കൂടുതൽ നേട്ടങ്ങൾ കൈവരിക്കാൻ കൂടുതൽ ചിരിക്കൂ: മോദി
അസമിലെ തടങ്കൽ പാളയങ്ങൾ ഓർമ്മിപ്പിക്കുന്നത് കോൺസെൻട്രേഷൻ ക്യാമ്പുകളെ,അസമിലെ തടങ്കൽ പാളയങ്ങൾ ഓർമ്മിപ്പിക്കുന്നത് കോൺസെൻട്രേഷൻ ക്യാമ്പുകളെ
ഒരു പിളർപ്പ് വാക്സ് എങ്ങനെ വലിക്കും?,ഒരു പിളർപ്പ് വാക്സ് എങ്ങനെ വലിക്കും?
ജിയോ മാർച്ചിന് ശേഷം ഉള്ള താരിഫ് പ്ലാനുകൾ,ജിയോ മാർച്ചിന് ശേഷം ഉള്ള താരിഫ് പ്ലാനുകൾ
"നീരജ്,  നിനക്ക് ഇങ്ങനെ എറിയാൻ  പറ്റുമോ?","നീരജ്,  നിനക്ക് ഇങ്ങനെ എറിയാൻ  പറ്റുമോ?"
ഇന്ത്യൻ അമേരിക്കൻ പ്രതിനിധി അമി ബെരയാണ് ബിൽ സഭയിൽ അവതരിപ്പിച്ചത്,ഇന്ത്യൻ അമേരിക്കൻ പ്രതിനിധി അമി ബെരയാണ് ബിൽ സഭയിൽ അവതരിപ്പിച്ചത്
സൂര്യകുമാറിനെ പുറത്താക്കാൻ ബൗണ്ടറി ലൈനിൽ ജഡേജയുടെ മനോഹര ഡൈവ്,സൂര്യകുമാറിനെ പുറത്താക്കാൻ ബൗണ്ടറി ലൈനിൽ ജഡേജയുടെ മനോഹര ഡൈവ്
കടക്കൽ ചന്ദ്രൻ എന്ന കേരളത്തിൻ്റെ മുഖ്യമന്ത്രിയായി മമ്മൂട്ടി എത്തുന്ന ഈ ചിത്രത്തിന്റെ ക്യാമറ ചലിപ്പിച്ചത്,കടക്കൽ ചന്ദ്രൻ എന്ന കേരളത്തിൻ്റെ മുഖ്യമന്ത്രിയായി മമ്മൂട്ടി എത്തുന്ന ഈ ചിത്രത്തിന്റെ ക്യാമറ ചലിപ്പിച്ചത്
മാംസം അരക്കൽ വഴി ശീതകാലം തക്കാളി പേസ്റ്റ് - പാചകക്കുറിപ്പ്,മാംസം അരക്കൽ വഴി ശീതകാലം തക്കാളി പേസ്റ്റ് - പാചകക്കുറിപ്പ്
രാത്രിയിൽ മുടിയിൽ അവശ്യവും സൂര്യകാന്തി എണ്ണയും - ശക്തിപ്പെടുത്തലും വളർച്ചയും,രാത്രിയിൽ മുടിയിൽ അവശ്യവും സൂര്യകാന്തി എണ്ണയും - ശക്തിപ്പെടുത്തലും വളർച്ചയും
എനിക്ക് വളർത്തൽ കൊണ്ട് കളിക്കാൻ ആഗ്രഹമില്ല,എനിക്ക് വളർത്തൽ കൊണ്ട് കളിക്കാൻ ആഗ്രഹമില്ല
കാട്ടാന ആക്രമണം; ഒരുപാട് സ്വപ്നങ്ങൾ ബാക്കിയാക്കി ഷഹാന യാത്രയായി,കാട്ടാന ആക്രമണം; ഒരുപാട് സ്വപ്നങ്ങൾ ബാക്കിയാക്കി ഷഹാന യാത്രയായി
മറ്റൊരു സ്ത്രീയുമായി ബന്ധപ്പെടുത്തി ആളുകൾ തന്നെക്കുറിച്ച് അപവാദ പ്രചരണം നടത്തിയത്,മറ്റൊരു സ്ത്രീയുമായി ബന്ധപ്പെടുത്തി ആളുകൾ തന്നെക്കുറിച്ച് അപവാദ പ്രചരണം നടത്തിയത്
ഒടുവിൽ അവർ തന്നെ ജയിച്ചു; വൃദ്ധ ദമ്പതികളും ചികിത്സിച്ച നഴ്സും ആശുപത്രി വിട്ടു,ഒടുവിൽ അവർ തന്നെ ജയിച്ചു; വൃദ്ധ ദമ്പതികളും ചികിത്സിച്ച നഴ്സും ആശുപത്രി വിട്ടു
വൈദ്യുതി സുരക്ഷാ ബോധവത്ക്കരണവും പരിശീലന ക്ലാസ്സും,വൈദ്യുതി സുരക്ഷാ ബോധവത്ക്കരണവും പരിശീലന ക്ലാസ്സും
"ഗാഡ്ജറ്റകൾ കണ്ടെത്താനായൊരു ഗാഡ്ജറ്റ്, ആപ്പിൾ എയർടാഗ് മാർച്ചിൽ വിപണിയിലെത്തും","ഗാഡ്ജറ്റകൾ കണ്ടെത്താനായൊരു ഗാഡ്ജറ്റ്, ആപ്പിൾ എയർടാഗ് മാർച്ചിൽ വിപണിയിലെത്തും"
മസാല രുചിയിൽ കജൂൺ ഷ്രിംപ് സ്ക്യൂവേഴ്സ്,മസാല രുചിയിൽ കജൂൺ ഷ്രിംപ് സ്ക്യൂവേഴ്സ്
വിജിലൻസ് ഡയറക്ടർ ജേക്കബ് തോമസിനെ മാറ്റാത്ത് എന്തുകൊണ്ടെന്ന് ഹൈകോടതി,വിജിലൻസ് ഡയറക്ടർ ജേക്കബ് തോമസിനെ മാറ്റാത്ത് എന്തുകൊണ്ടെന്ന് ഹൈകോടതി
"പ്രമേഹം നിയന്ത്രിക്കും, ദഹനത്തെ സഹായിക്കും; ഉലുവയുടെ ആരോഗ്യ ഗുണങ്ങൾ","പ്രമേഹം നിയന്ത്രിക്കും, ദഹനത്തെ സഹായിക്കും; ഉലുവയുടെ ആരോഗ്യ ഗുണങ്ങൾ"
പരേതനല്ലെന്ന് തെളിയിക്കാൻ സൗദി പൗരൻ  നെട്ടോട്ടത്തിൽ,പരേതനല്ലെന്ന് തെളിയിക്കാൻ സൗദി പൗരൻ  നെട്ടോട്ടത്തിൽ
നിരപരാധിയെ അപരാധി ആക്കുന്നു; സുവർണജൂബിലി ഫണ്ട് തട്ടിപ്പ് കേസിൽ വിശദീകരണവുമായി വെള്ളാപ്പള്ളി,നിരപരാധിയെ അപരാധി ആക്കുന്നു; സുവർണജൂബിലി ഫണ്ട് തട്ടിപ്പ് കേസിൽ വിശദീകരണവുമായി വെള്ളാപ്പള്ളി
"കരിയറിലെ ആദ്യ ബോളിവുഡ് ചിത്രത്തിന്റെ റിലീസ്, കുടുംബത്തിന് ഒപ്പം ആഘോഷമാക്കി നടി പേളി മാണി","കരിയറിലെ ആദ്യ ബോളിവുഡ് ചിത്രത്തിന്റെ റിലീസ്, കുടുംബത്തിന് ഒപ്പം ആഘോഷമാക്കി നടി പേളി മാണി"
പാക് താരങ്ങൾക്ക് താക്കീത് നൽകി ന്യൂസീലൻഡ് സർക്കാർ: കൊവിഡ് മാനദണ്ഡങ്ങൾ ലംഘിച്ചാൽ രാജ്യത്തു നിന്ന് പുറത്താക്കും,പാക് താരങ്ങൾക്ക് താക്കീത് നൽകി ന്യൂസീലൻഡ് സർക്കാർ: കൊവിഡ് മാനദണ്ഡങ്ങൾ ലംഘിച്ചാൽ രാജ്യത്തു നിന്ന് പുറത്താക്കും
നെല്ലിയാമ്പതിയിൽ ഇനി സ്വകാര്യ മൊബൈൽ ടവർ നിർമ്മാണം ദ്രുതഗതിയിൽ,നെല്ലിയാമ്പതിയിൽ ഇനി സ്വകാര്യ മൊബൈൽ ടവർ നിർമ്മാണം ദ്രുതഗതിയിൽ
സുരേഷ് ഗോപിയെ തൃശൂർ തുണയ്ക്കുമോ? സർവേ ഫലം വ്യക്തമാക്കുന്നതിങ്ങനെ,സുരേഷ് ഗോപിയെ തൃശൂർ തുണയ്ക്കുമോ? സർവേ ഫലം വ്യക്തമാക്കുന്നതിങ്ങനെ
ആറ് സീറ്റുമായി ഹെക്ടർ പ്ലസ് ; ജൂലൈ ഒന്നിന് വിപണിയിലെത്തുമെന്ന് എംജി,ആറ് സീറ്റുമായി ഹെക്ടർ പ്ലസ് ; ജൂലൈ ഒന്നിന് വിപണിയിലെത്തുമെന്ന് എംജി
വൈറ്റ് ഹൗസ് പച്ചക്കറിത്തോട്ടത്തിൻെറ ചരിത്രം തിരുത്തി മിഷേൽ,വൈറ്റ് ഹൗസ് പച്ചക്കറിത്തോട്ടത്തിൻെറ ചരിത്രം തിരുത്തി മിഷേൽ
കോർപ്പറേറ്റ് കമ്പനികളിൽ നിന്നും കൂടുതൽ ഓഡിറ്റർമാർ രാജിവെച്ച നഗരങ്ങൾ,കോർപ്പറേറ്റ് കമ്പനികളിൽ നിന്നും കൂടുതൽ ഓഡിറ്റർമാർ രാജിവെച്ച നഗരങ്ങൾ
'ആർഎംപിയോട് കെപിസിസി വിശ്വാസ വഞ്ചന കാണിച്ചു','ആർഎംപിയോട് കെപിസിസി വിശ്വാസ വഞ്ചന കാണിച്ചു'
കോവിഡ് വ്യാപനം രൂക്ഷം; കേരളത്തിലേക്ക് കേന്ദ്രത്തിന്റെ ഉന്നത തല സംഘം വരുന്നു; കേരളം ഉൾപ്പെടെ അഞ്ചു സംസ്ഥാനങ്ങളിലെ സ്ഥിതിഗതികൾ വിലയിരുത്തും,കോവിഡ് വ്യാപനം രൂക്ഷം; കേരളത്തിലേക്ക് കേന്ദ്രത്തിന്റെ ഉന്നത തല സംഘം വരുന്നു; കേരളം ഉൾപ്പെടെ അഞ്ചു സംസ്ഥാനങ്ങളിലെ സ്ഥിതിഗതികൾ വിലയിരുത്തും
തൊണ്ടവേദന അകറ്റാൻ ഇതാ ഒരു നാടൻ വിദ്യ !,തൊണ്ടവേദന അകറ്റാൻ ഇതാ ഒരു നാടൻ വിദ്യ !
മുഖ്യമന്ത്രിക്ക് വാർത്താ സമ്മേളനം നടത്താൻ കോവിഡ് ബാധിച്ചവരുടെ വിവരം പുറത്തുവിടുന്നത് വൈകിപ്പിക്കുന്നു -ചെന്നിത്തല,മുഖ്യമന്ത്രിക്ക് വാർത്താ സമ്മേളനം നടത്താൻ കോവിഡ് ബാധിച്ചവരുടെ വിവരം പുറത്തുവിടുന്നത് വൈകിപ്പിക്കുന്നു -ചെന്നിത്തല
ഇതുകേട്ട അമ്മച്ചി എന്റെ മുഖത്തേക്കു കണ്ണെടുക്കാതെ നോക്കിനിന്നിട്ടു അവരോടു ചോദിച്ചു:-,ഇതുകേട്ട അമ്മച്ചി എന്റെ മുഖത്തേക്കു കണ്ണെടുക്കാതെ നോക്കിനിന്നിട്ടു അവരോടു ചോദിച്ചു:-
അരവിന്ദ് ബോബ്ഡെയെ സുപ്രീം കോടതി ചീഫ് ജസ്റ്റീസായി നിയമിച്ചു,അരവിന്ദ് ബോബ്ഡെയെ സുപ്രീം കോടതി ചീഫ് ജസ്റ്റീസായി നിയമിച്ചു
കൊറോണ വൈറസ് വ്യാപനത്തിന്റെ പശ്ചാത്തലത്തിൽ വീട്ടിലിരുന്നു ജോലി ചെയ്യാനുള്ള സംവിധിനമൊരുക്കാൻ നിർദേശം,കൊറോണ വൈറസ് വ്യാപനത്തിന്റെ പശ്ചാത്തലത്തിൽ വീട്ടിലിരുന്നു ജോലി ചെയ്യാനുള്ള സംവിധിനമൊരുക്കാൻ നിർദേശം
“അയ്യിരണ്ടു ചിരങ്കൾ തരംചേർന്നമ്പനേകം വിതങ്കൾ വിളങ്ക,“അയ്യിരണ്ടു ചിരങ്കൾ തരംചേർന്നമ്പനേകം വിതങ്കൾ വിളങ്ക
"യുദ്ധപ്രഖ്യാപനം നടത്തിയിട്ടില്ല: സത്യം വെളിപ്പെടുത്തി വൈറ്റ് ഹൗസ്, യുദ്ധം വേണ്ടത് ഉന്നിന് മാത്രം!","യുദ്ധപ്രഖ്യാപനം നടത്തിയിട്ടില്ല: സത്യം വെളിപ്പെടുത്തി വൈറ്റ് ഹൗസ്, യുദ്ധം വേണ്ടത് ഉന്നിന് മാത്രം!"
കോവിഡ് പോസിറ്റീവായ തൃശൂർ സ്വദേശിനി മൂന്ന് കുഞ്ഞുങ്ങൾക്ക് ജന്മം നൽകി,കോവിഡ് പോസിറ്റീവായ തൃശൂർ സ്വദേശിനി മൂന്ന് കുഞ്ഞുങ്ങൾക്ക് ജന്മം നൽകി
മൂന്ന് സെന്റ് ഭൂമി മാത്രമാണ് കുടുംബത്തിനുള്ളത്,മൂന്ന് സെന്റ് ഭൂമി മാത്രമാണ് കുടുംബത്തിനുള്ളത്
കൂടുതൽ വിവരങ്ങൾക്ക്  കെൽട്രോൺ നോളഡ്ജ് സെൻ്ററുമായി ബന്ധപ്പെടുക,കൂടുതൽ വിവരങ്ങൾക്ക്  കെൽട്രോൺ നോളഡ്ജ് സെൻ്ററുമായി ബന്ധപ്പെടുക
തൊഴിലില്ലായ്മ: പുതിയ പദ്ധതികൾ നടപ്പാക്കും -മന്ത്രി,തൊഴിലില്ലായ്മ: പുതിയ പദ്ധതികൾ നടപ്പാക്കും -മന്ത്രി
ബിന്ദു കൃഷ്ണ ചാത്തന്നൂരിൽ?ശൂരനാട് രാജശേഖരന് രാജ്യസഭ സീറ്റ്;കൊല്ലത്ത് പ്രശ്നപരിഹാരത്തിന് പുതിയ നീക്കം,ബിന്ദു കൃഷ്ണ ചാത്തന്നൂരിൽ?ശൂരനാട് രാജശേഖരന് രാജ്യസഭ സീറ്റ്;കൊല്ലത്ത് പ്രശ്നപരിഹാരത്തിന് പുതിയ നീക്കം
എയർപോർട്ടുകളിൽ ബ്രത്ത് അനലൈസർ പരിശോധന ഹൈക്കോടതി തൽക്കാലത്തേക്ക് തടഞ്ഞു,എയർപോർട്ടുകളിൽ ബ്രത്ത് അനലൈസർ പരിശോധന ഹൈക്കോടതി തൽക്കാലത്തേക്ക് തടഞ്ഞു
വീണ്ടും ക്വീൻ ആയി സാനിയ ഇയ്യപ്പൻ;സൗത്ത് ഇന്ത്യൻ ഫിലിം ഫെയർ അവാർഡ് വേദിയിൽ തിളങ്ങി താരം!,വീണ്ടും ക്വീൻ ആയി സാനിയ ഇയ്യപ്പൻ;സൗത്ത് ഇന്ത്യൻ ഫിലിം ഫെയർ അവാർഡ് വേദിയിൽ തിളങ്ങി താരം!
അത് അങ്ങനെയാണെന്ന് എങ്ങനെ നിനക്കറിയാം ?,അത് അങ്ങനെയാണെന്ന് എങ്ങനെ നിനക്കറിയാം ?
കോവിഡ് ആശങ്കകൾക്ക് അവധി നൽകി ഓഹരി വിപണി,കോവിഡ് ആശങ്കകൾക്ക് അവധി നൽകി ഓഹരി വിപണി
കൈപ്പാട് കൃഷിക്ക് പൊറ്റകൂട്ടാൻ ഇനി യന്ത്രങ്ങൾ,കൈപ്പാട് കൃഷിക്ക് പൊറ്റകൂട്ടാൻ ഇനി യന്ത്രങ്ങൾ
മുഖ്യമന്ത്രി തോമസ് ചാണ്ടിക്കൊപ്പംനിന്നു:- ഇന്നു രാവിലെ മുഖ്യമന്ത്രി പറഞ്ഞത്,മുഖ്യമന്ത്രി തോമസ് ചാണ്ടിക്കൊപ്പംനിന്നു:- ഇന്നു രാവിലെ മുഖ്യമന്ത്രി പറഞ്ഞത്
കൊൽക്കത്തയുടെ നഗരവീധികളിൽ വീണ്ടും ഡബിൾ ഡെക്കർ ബസുകൾ എത്തുന്നു,കൊൽക്കത്തയുടെ നഗരവീധികളിൽ വീണ്ടും ഡബിൾ ഡെക്കർ ബസുകൾ എത്തുന്നു
ഇരിസ് എൽബ നടിയായിരുന്ന ഡോർമോവ് ഷെർമാനുമായി വിവാഹം കഴിച്ചു,ഇരിസ് എൽബ നടിയായിരുന്ന ഡോർമോവ് ഷെർമാനുമായി വിവാഹം കഴിച്ചു
കാർ കത്തുമ്പോൾ അതിൽ നിന്നും സിഗരറ്റിനു തീ കൊളുത്തിയാലെങ്ങനെയിരിക്കും ??,കാർ കത്തുമ്പോൾ അതിൽ നിന്നും സിഗരറ്റിനു തീ കൊളുത്തിയാലെങ്ങനെയിരിക്കും ??
കോവിഡ് മുക്തരിലെ ക്ഷയരോഗം: മാർഗനിർദേശവുമായി ആരോഗ്യ വകുപ്പ്,കോവിഡ് മുക്തരിലെ ക്ഷയരോഗം: മാർഗനിർദേശവുമായി ആരോഗ്യ വകുപ്പ്
കാമുകിയുടെ വിവാഹത്തിന് വധുവിന്റെ വേഷമിട്ട് യുവാവ് വീട്ടിൽ; മുറിയിൽ കയറുന്നതിനിടെ വീട്ടുകാർ പിടികൂടി; വീഡിയോ വൈറൽ,കാമുകിയുടെ വിവാഹത്തിന് വധുവിന്റെ വേഷമിട്ട് യുവാവ് വീട്ടിൽ; മുറിയിൽ കയറുന്നതിനിടെ വീട്ടുകാർ പിടികൂടി; വീഡിയോ വൈറൽ
എ ഡി എ റൊംപ് ചരിതം,എ ഡി എ റൊംപ് ചരിതം
"ഒരു വളർത്തുമൃഗസാധ്യതയുള്ള ബിസിനസ്സ് തുറക്കുന്നതിനുമുമ്പ്, ചില ആനുകൂല്യങ്ങൾ പരിഗണിക്കുക:","ഒരു വളർത്തുമൃഗസാധ്യതയുള്ള ബിസിനസ്സ് തുറക്കുന്നതിനുമുമ്പ്, ചില ആനുകൂല്യങ്ങൾ പരിഗണിക്കുക:"
മയക്കുമരുന്ന് കേസിൽ ബിനീഷ് കോടിയേരി ബാംഗ്ലൂരിൽ അറസ്റ്റിൽ,മയക്കുമരുന്ന് കേസിൽ ബിനീഷ് കോടിയേരി ബാംഗ്ലൂരിൽ അറസ്റ്റിൽ
പ്രധാനമന്ത്രിക്ക് കത്തയച്ചപ്പോൾ സുരേഷ് സ്വപ്നത്തിൽ പോലും ഇങ്ങനെ സംഭവിക്കുമെന്ന് കരുതിയില്ല: അമ്പരന്ന് നാട്ടുകാർ,പ്രധാനമന്ത്രിക്ക് കത്തയച്ചപ്പോൾ സുരേഷ് സ്വപ്നത്തിൽ പോലും ഇങ്ങനെ സംഭവിക്കുമെന്ന് കരുതിയില്ല: അമ്പരന്ന് നാട്ടുകാർ
ബിനോയിയെ പിന്തുണച്ച ദുബായ് പോലീസ് സാക്ഷ്യപത്രം വിശ്വാസമില്ലെന്ന് കുമ്മനം,ബിനോയിയെ പിന്തുണച്ച ദുബായ് പോലീസ് സാക്ഷ്യപത്രം വിശ്വാസമില്ലെന്ന് കുമ്മനം
ഇന്നത്തെ വാക്ക്  : മേജർ തുറമുഖം,ഇന്നത്തെ വാക്ക്  : മേജർ തുറമുഖം
മുൻ രാജസ്ഥാൻ രഞ്ജി താരം കോവിഡ് ബാധിച്ച് മരിച്ചു,മുൻ രാജസ്ഥാൻ രഞ്ജി താരം കോവിഡ് ബാധിച്ച് മരിച്ചു
